"atividadeescolar";"atividadelazer";"atividadeoutra";"atividadegrupo";"atividadesconcluidas";"dificuldadeutilizacao";"tiposoftware";"localutilizacao";"tipoatividade";"disciplina"
f;f;t;t;"T";"M";"Suíte de aplicativos para escritório";"Pátio da escola";"Jogos";"Outras"
f;f;t;f;"T";"N";"Navegador Web";"Sala de Aula";"Outros";"Outras"
f;f;t;f;"T";"N";"Navegador Web";"Sala de Aula";"Outros";"Outras"
f;f;t;f;"T";"N";"Software de Desenho";"Sala de Aula";"Outros";"Outras"
f;t;f;t;"N";"N";"Navegador Web";"Sala de Aula";"Apresentação Cultural (Teatro, Dança, etc)";"Educação Física"
f;t;f;t;"N";"N";"Navegador Web";"Sala de Aula";"Apresentação Cultural (Teatro, Dança, etc)";"Educação Física"
f;t;f;t;"N";"N";"Navegador Web";"Casa";"Apresentação Cultural (Teatro, Dança, etc)";"Educação Física"
f;t;f;t;"N";"N";"Navegador Web";"Casa";"Apresentação Cultural (Teatro, Dança, etc)";"Educação Física"
f;t;f;t;"N";"N";"Navegador Web";"Laboratório";"Apresentação Cultural (Teatro, Dança, etc)";"Educação Física"
f;t;f;t;"N";"N";"Navegador Web";"Laboratório";"Apresentação Cultural (Teatro, Dança, etc)";"Educação Física"
f;t;f;t;"N";"N";"Navegador Web";"Sala de Aula";"Apresentação Cultural (Teatro, Dança, etc)";"Artes"
f;t;f;t;"N";"N";"Navegador Web";"Sala de Aula";"Apresentação Cultural (Teatro, Dança, etc)";"Artes"
f;t;f;t;"N";"N";"Navegador Web";"Casa";"Apresentação Cultural (Teatro, Dança, etc)";"Artes"
f;t;f;t;"N";"N";"Navegador Web";"Casa";"Apresentação Cultural (Teatro, Dança, etc)";"Artes"
f;t;f;t;"N";"N";"Navegador Web";"Laboratório";"Apresentação Cultural (Teatro, Dança, etc)";"Artes"
f;t;f;t;"N";"N";"Navegador Web";"Laboratório";"Apresentação Cultural (Teatro, Dança, etc)";"Artes"
f;t;f;t;"N";"N";"Navegador Web";"Sala de Aula";"Apresentação Cultural (Teatro, Dança, etc)";"Língua Portuguesa"
f;t;f;t;"N";"N";"Navegador Web";"Sala de Aula";"Apresentação Cultural (Teatro, Dança, etc)";"Língua Portuguesa"
f;t;f;t;"N";"N";"Navegador Web";"Casa";"Apresentação Cultural (Teatro, Dança, etc)";"Língua Portuguesa"
f;t;f;t;"N";"N";"Navegador Web";"Casa";"Apresentação Cultural (Teatro, Dança, etc)";"Língua Portuguesa"
f;t;f;t;"N";"N";"Navegador Web";"Laboratório";"Apresentação Cultural (Teatro, Dança, etc)";"Língua Portuguesa"
f;t;f;t;"N";"N";"Navegador Web";"Laboratório";"Apresentação Cultural (Teatro, Dança, etc)";"Língua Portuguesa"
f;t;f;t;"N";"N";"Navegador Web";"Sala de Aula";"Exercício";"Educação Física"
f;t;f;t;"N";"N";"Navegador Web";"Sala de Aula";"Exercício";"Educação Física"
f;t;f;t;"N";"N";"Navegador Web";"Casa";"Exercício";"Educação Física"
f;t;f;t;"N";"N";"Navegador Web";"Casa";"Exercício";"Educação Física"
f;t;f;t;"N";"N";"Navegador Web";"Laboratório";"Exercício";"Educação Física"
f;t;f;t;"N";"N";"Navegador Web";"Laboratório";"Exercício";"Educação Física"
f;t;f;t;"N";"N";"Navegador Web";"Sala de Aula";"Exercício";"Artes"
f;t;f;t;"N";"N";"Navegador Web";"Sala de Aula";"Exercício";"Artes"
f;t;f;t;"N";"N";"Navegador Web";"Casa";"Exercício";"Artes"
f;t;f;t;"N";"N";"Navegador Web";"Casa";"Exercício";"Artes"
f;t;f;t;"N";"N";"Navegador Web";"Laboratório";"Exercício";"Artes"
f;t;f;t;"N";"N";"Navegador Web";"Laboratório";"Exercício";"Artes"
f;t;f;t;"N";"N";"Navegador Web";"Sala de Aula";"Exercício";"Língua Portuguesa"
f;t;f;t;"N";"N";"Navegador Web";"Sala de Aula";"Exercício";"Língua Portuguesa"
f;t;f;t;"N";"N";"Navegador Web";"Casa";"Exercício";"Língua Portuguesa"
f;t;f;t;"N";"N";"Navegador Web";"Casa";"Exercício";"Língua Portuguesa"
f;t;f;t;"N";"N";"Navegador Web";"Laboratório";"Exercício";"Língua Portuguesa"
f;t;f;t;"N";"N";"Navegador Web";"Laboratório";"Exercício";"Língua Portuguesa"
f;t;f;t;"N";"N";"Navegador Web";"Sala de Aula";"Jogos";"Educação Física"
f;t;f;t;"N";"N";"Navegador Web";"Sala de Aula";"Jogos";"Educação Física"
f;t;f;t;"N";"N";"Navegador Web";"Casa";"Jogos";"Educação Física"
f;t;f;t;"N";"N";"Navegador Web";"Casa";"Jogos";"Educação Física"
f;t;f;t;"N";"N";"Navegador Web";"Laboratório";"Jogos";"Educação Física"
f;t;f;t;"N";"N";"Navegador Web";"Laboratório";"Jogos";"Educação Física"
f;t;f;t;"N";"N";"Navegador Web";"Sala de Aula";"Jogos";"Artes"
f;t;f;t;"N";"N";"Navegador Web";"Sala de Aula";"Jogos";"Artes"
f;t;f;t;"N";"N";"Navegador Web";"Casa";"Jogos";"Artes"
f;t;f;t;"N";"N";"Navegador Web";"Casa";"Jogos";"Artes"
f;t;f;t;"N";"N";"Navegador Web";"Laboratório";"Jogos";"Artes"
f;t;f;t;"N";"N";"Navegador Web";"Laboratório";"Jogos";"Artes"
f;t;f;t;"N";"N";"Navegador Web";"Sala de Aula";"Jogos";"Língua Portuguesa"
f;t;f;t;"N";"N";"Navegador Web";"Sala de Aula";"Jogos";"Língua Portuguesa"
f;t;f;t;"N";"N";"Navegador Web";"Casa";"Jogos";"Língua Portuguesa"
f;t;f;t;"N";"N";"Navegador Web";"Casa";"Jogos";"Língua Portuguesa"
f;t;f;t;"N";"N";"Navegador Web";"Laboratório";"Jogos";"Língua Portuguesa"
f;t;f;t;"N";"N";"Navegador Web";"Laboratório";"Jogos";"Língua Portuguesa"
f;t;f;t;"N";"N";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Educação Física"
f;t;f;t;"N";"N";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Educação Física"
f;t;f;t;"N";"N";"Navegador Web";"Casa";"Produção de Material (Texto, Vídeo, etc)";"Educação Física"
f;t;f;t;"N";"N";"Navegador Web";"Casa";"Produção de Material (Texto, Vídeo, etc)";"Educação Física"
f;t;f;t;"N";"N";"Navegador Web";"Laboratório";"Produção de Material (Texto, Vídeo, etc)";"Educação Física"
f;t;f;t;"N";"N";"Navegador Web";"Laboratório";"Produção de Material (Texto, Vídeo, etc)";"Educação Física"
f;t;f;t;"N";"N";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Artes"
f;t;f;t;"N";"N";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Artes"
f;t;f;t;"N";"N";"Navegador Web";"Casa";"Produção de Material (Texto, Vídeo, etc)";"Artes"
f;t;f;t;"N";"N";"Navegador Web";"Casa";"Produção de Material (Texto, Vídeo, etc)";"Artes"
f;t;f;t;"N";"N";"Navegador Web";"Laboratório";"Produção de Material (Texto, Vídeo, etc)";"Artes"
f;t;f;t;"N";"N";"Navegador Web";"Laboratório";"Produção de Material (Texto, Vídeo, etc)";"Artes"
f;t;f;t;"N";"N";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Língua Portuguesa"
f;t;f;t;"N";"N";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Língua Portuguesa"
f;t;f;t;"N";"N";"Navegador Web";"Casa";"Produção de Material (Texto, Vídeo, etc)";"Língua Portuguesa"
f;t;f;t;"N";"N";"Navegador Web";"Casa";"Produção de Material (Texto, Vídeo, etc)";"Língua Portuguesa"
f;t;f;t;"N";"N";"Navegador Web";"Laboratório";"Produção de Material (Texto, Vídeo, etc)";"Língua Portuguesa"
f;t;f;t;"N";"N";"Navegador Web";"Laboratório";"Produção de Material (Texto, Vídeo, etc)";"Língua Portuguesa"
f;t;f;t;"N";"N";"Navegador Web";"Sala de Aula";"Outros";"Educação Física"
f;t;f;t;"N";"N";"Navegador Web";"Sala de Aula";"Outros";"Educação Física"
f;t;f;t;"N";"N";"Navegador Web";"Casa";"Outros";"Educação Física"
f;t;f;t;"N";"N";"Navegador Web";"Casa";"Outros";"Educação Física"
f;t;f;t;"N";"N";"Navegador Web";"Laboratório";"Outros";"Educação Física"
f;t;f;t;"N";"N";"Navegador Web";"Laboratório";"Outros";"Educação Física"
f;t;f;t;"N";"N";"Navegador Web";"Sala de Aula";"Outros";"Artes"
f;t;f;t;"N";"N";"Navegador Web";"Sala de Aula";"Outros";"Artes"
f;t;f;t;"N";"N";"Navegador Web";"Casa";"Outros";"Artes"
f;t;f;t;"N";"N";"Navegador Web";"Casa";"Outros";"Artes"
f;t;f;t;"N";"N";"Navegador Web";"Laboratório";"Outros";"Artes"
f;t;f;t;"N";"N";"Navegador Web";"Laboratório";"Outros";"Artes"
f;t;f;t;"N";"N";"Navegador Web";"Sala de Aula";"Outros";"Língua Portuguesa"
f;t;f;t;"N";"N";"Navegador Web";"Sala de Aula";"Outros";"Língua Portuguesa"
f;t;f;t;"N";"N";"Navegador Web";"Casa";"Outros";"Língua Portuguesa"
f;t;f;t;"N";"N";"Navegador Web";"Casa";"Outros";"Língua Portuguesa"
f;t;f;t;"N";"N";"Navegador Web";"Laboratório";"Outros";"Língua Portuguesa"
f;t;f;t;"N";"N";"Navegador Web";"Laboratório";"Outros";"Língua Portuguesa"
t;f;f;f;"T";"N";"Suíte de aplicativos para escritório";"Casa";"Exercício";"Outras"
t;f;f;f;"T";"N";"Navegador Web";"Casa";"Exercício";"Outras"
t;f;f;f;"A";"P";"Suíte de aplicativos para escritório";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Língua Portuguesa"
t;f;f;f;"A";"P";"Webcam";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Língua Portuguesa"
t;f;f;f;"A";"P";"Suíte de aplicativos para escritório";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Língua Portuguesa"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"História"
t;f;t;f;"T";"N";"Navegador Web";"Sala de Aula";"Outros";"Língua Portuguesa"
t;f;f;t;"A";"M";"Navegador Web";"Pátio da escola";"Exercício";"Língua Portuguesa"
t;f;f;f;"T";"P";"Suíte de aplicativos para escritório";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Língua Portuguesa"
t;f;f;f;"A";"M";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Língua Portuguesa"
t;f;f;f;"A";"M";"Suíte de aplicativos para escritório";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Língua Portuguesa"
t;f;f;f;"A";"M";"Suíte de aplicativos para escritório";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Língua Portuguesa"
t;f;f;f;"A";"M";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Língua Portuguesa"
f;f;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Exercício";"Língua Portuguesa"
f;t;f;f;"N";"N";"Navegador Web";"Sala de Aula";"Outros";"Língua Portuguesa"
f;t;f;f;"N";"N";"Navegador Web";"Sala de Aula";"Outros";"Língua Portuguesa"
f;t;f;f;"N";"N";"Navegador Web";"Sala de Aula";"Outros";"Língua Portuguesa"
f;f;t;t;"T";"P";"Navegador Web";"Sala de Aula";"Entrevista";"Outras"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"Ciências"
f;f;t;f;"A";"M";"Navegador Web";"Sala de Aula";"Outros";"Outras"
f;f;t;f;"A";"M";"Navegador Web";"Sala de Aula";"Outros";"Língua Portuguesa"
f;f;t;f;"N";"P";"Navegador Web";"Sala de Aula";"Outros";"Outras"
f;f;t;f;"N";"P";"Navegador Web";"Sala de Aula";"Outros";"Outras"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Outros";"Outras"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Outros";"Outras"
f;t;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Jogos";"Língua Portuguesa"
f;t;f;f;"T";"N";"Editor de Texto";"Sala de Aula";"Jogos";"Língua Portuguesa"
f;t;f;f;"T";"N";"Software de Desenho";"Sala de Aula";"Jogos";"Língua Portuguesa"
f;t;f;t;"T";"M";"Navegador Web";"Biblioteca";"Exercício";"Matemática"
f;t;f;t;"T";"M";"Navegador Web";"Biblioteca";"Exercício";"Matemática"
f;f;t;t;"T";"M";"Navegador Web";"Pátio da escola";"Aula Passeio";"Ciências"
f;f;t;t;"T";"M";"Navegador Web";"Pátio da escola";"Aula Passeio";"Ciências"
f;f;t;f;"T";"M";"Suíte de aplicativos para escritório";"Sala de Aula";"Exercício";"Matemática"
f;f;t;f;"T";"M";"Suíte de aplicativos para escritório";"Sala de Aula";"Palestra";"Matemática"
f;f;t;f;"T";"M";"Suíte de aplicativos para escritório";"Sala de Aula";"Outros";"Matemática"
f;f;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Aula Passeio";"Matemática"
f;f;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Aula Passeio";"Matemática"
f;f;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Exercício";"Matemática"
f;f;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Exercício";"Matemática"
f;f;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Leitura";"Matemática"
f;f;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Leitura";"Matemática"
f;f;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Outros";"Matemática"
f;f;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Outros";"Matemática"
t;f;t;t;"A";"M";"Navegador Web";"Sala de Aula";"Excursão Cultural";"Educação Física"
t;f;t;t;"A";"M";"Navegador Web";"Laboratório";"Excursão Cultural";"Educação Física"
t;f;t;t;"A";"M";"Navegador Web";"Sala de Aula";"Exposição";"Educação Física"
t;f;t;t;"A";"M";"Navegador Web";"Laboratório";"Exposição";"Educação Física"
t;f;t;t;"A";"M";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Educação Física"
t;f;t;t;"A";"M";"Navegador Web";"Laboratório";"Produção de Material (Texto, Vídeo, etc)";"Educação Física"
t;f;f;t;"T";"P";"Navegador Web";"Sala de Aula";"Palestra";"Outras"
t;f;f;t;"T";"P";"Navegador Web";"Sala de Aula";"Palestra";"Outras"
t;f;f;t;"T";"P";"Navegador Web";"Sala de Aula";"Apresentação Cultural (Teatro, Dança, etc)";"Língua Portuguesa"
t;f;f;t;"T";"P";"Navegador Web";"Sala de Aula";"Apresentação Cultural (Teatro, Dança, etc)";"Língua Portuguesa"
t;f;f;t;"T";"P";"Navegador Web";"Sala de Aula";"Apresentação Cultural (Teatro, Dança, etc)";"Língua Portuguesa"
t;f;f;t;"T";"P";"Navegador Web";"Sala de Aula";"Apresentação Cultural (Teatro, Dança, etc)";"Língua Portuguesa"
t;f;f;t;"T";"P";"Navegador Web";"Sala de Aula";"Apresentação Cultural (Teatro, Dança, etc)";"Língua Portuguesa"
f;f;t;f;"A";"P";"Navegador Web";"Sala de Aula";"Jogos";"Outras"
f;f;t;f;"A";"P";"Navegador Web";"Sala de Aula";"Jogos";"Outras"
f;f;t;f;"A";"P";"Navegador Web";"Sala de Aula";"Jogos";"Outras"
f;f;t;f;"A";"P";"Navegador Web";"Sala de Aula";"Jogos";"Outras"
f;f;t;f;"A";"P";"Navegador Web";"Sala de Aula";"Jogos";"Outras"
f;f;t;f;"A";"P";"Navegador Web";"Sala de Aula";"Jogos";"Outras"
f;f;t;f;"A";"P";"Navegador Web";"Sala de Aula";"Jogos";"Outras"
f;f;t;f;"A";"P";"Navegador Web";"Sala de Aula";"Jogos";"Outras"
f;f;t;f;"A";"P";"Navegador Web";"Sala de Aula";"Jogos";"Outras"
f;f;t;f;"A";"P";"Software aprendizado de matemática";"Sala de Aula";"Jogos";"Outras"
f;f;t;f;"A";"P";"Ferramenta para aprendizado de lógica";"Sala de Aula";"Jogos";"Outras"
f;f;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Outros";"Ciências"
f;f;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Outros";"Matemática"
f;f;t;f;"A";"P";"Comunicador Instantâneo";"Sala de Aula";"Jogos";"Outras"
f;f;t;f;"A";"P";"Software de Desenho";"Sala de Aula";"Jogos";"Outras"
f;f;t;f;"A";"P";"Editor de Texto";"Sala de Aula";"Jogos";"Outras"
f;f;t;f;"A";"P";"Ferramenta para aprendizado de lógica";"Sala de Aula";"Jogos";"Outras"
f;f;t;f;"A";"P";"Navegador Web";"Sala de Aula";"Jogos";"Outras"
f;f;t;f;"A";"P";"Navegador Web";"Sala de Aula";"Jogos";"Outras"
f;f;t;f;"A";"P";"Navegador Web";"Sala de Aula";"Jogos";"Outras"
f;f;t;f;"A";"P";"Navegador Web";"Sala de Aula";"Jogos";"Outras"
f;f;t;f;"A";"P";"Software de Desenho";"Sala de Aula";"Jogos";"Outras"
f;f;t;f;"A";"P";"Navegador Web";"Sala de Aula";"Jogos";"Outras"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"Matemática"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Exercício";"Matemática"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Exercício";"História"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"Matemática"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Exposição";"Educação Física"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Exposição";"Educação Física"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Exposição";"Artes"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Exposição";"Artes"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Exposição";"Inglês"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Exposição";"Inglês"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Exposição";"Geografia"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Exposição";"Geografia"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Exposição";"História"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Exposição";"História"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Exposição";"Ciências"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Exposição";"Ciências"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Exposição";"Matemática"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Exposição";"Matemática"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Exposição";"Língua Portuguesa"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Exposição";"Língua Portuguesa"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Pesquisa";"Educação Física"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Pesquisa";"Educação Física"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Pesquisa";"Artes"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Pesquisa";"Artes"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Pesquisa";"Inglês"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Pesquisa";"Inglês"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Pesquisa";"Geografia"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Pesquisa";"Geografia"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Pesquisa";"História"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Pesquisa";"História"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Pesquisa";"Ciências"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Pesquisa";"Ciências"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Pesquisa";"Matemática"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Pesquisa";"Matemática"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Pesquisa";"Língua Portuguesa"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Pesquisa";"Língua Portuguesa"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Educação Física"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Educação Física"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Artes"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Artes"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Inglês"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Inglês"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Geografia"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Geografia"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"História"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"História"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Ciências"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Ciências"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Matemática"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Matemática"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Língua Portuguesa"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Língua Portuguesa"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"História"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"História"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"História"
f;t;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Jogos";"Outras"
f;t;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Jogos";"Outras"
f;t;f;f;"T";"N";"Software Multiatividades";"Sala de Aula";"Jogos";"Outras"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Exercício";"Matemática"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Exercício";"Matemática"
f;f;t;f;"A";"N";"Navegador Web";"Sala de Aula";"Outros";"Outras"
f;t;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Jogos";"Língua Portuguesa"
f;t;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Jogos";"Língua Portuguesa"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Exercício";"História"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Exercício";"História"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Pesquisa";"Matemática"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"Matemática"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"Artes"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"Artes"
t;f;f;f;"T";"M";"Navegador Web";"Biblioteca";"Exercício";"Matemática"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Ciências"
t;f;f;t;"N";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"Matemática"
t;f;f;t;"N";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"Matemática"
t;f;f;f;"T";"P";"Navegador Web";"Sala de Aula";"Pesquisa";"Artes"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"Ciências"
